"","titulo","texto"
"162","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","Por eso nos llevamos bien con el gobernador de Guerrero."
"163","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","Y lo mismo le digo al presidente municipal, que lo vamos a apoyar, nada más que también él haga lo que le corresponde."
"164","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","Todas las autoridades a trabajar en servicio del pueblo."
"165","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","¡Que viva Marquelia!"
"166","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","¡Que vivan los pueblos de la Costa Chica de Guerrero!"
"167","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","¡Que viva Vicente Guerrero!"
"168","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","¡Viva México!"
"169","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","¡Viva México!"
"170","Versión estenográfica. Diálogo con pueblos indígenas, en Marquelia, Guerrero","¡Viva México!"
"171","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Amigas, amigos de Cuaji, de comunidades, pueblos, municipios de esta región de la Costa Chica de Guerrero y de Oaxaca:"
"172","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Me da mucho gusto estar aquí con ustedes, en este pueblo con tanta historia y con tanta cultura, este pueblo que ha sido estudiado, exaltado por antropólogos muy importantes de nuestro país."
"173","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Recuerdo a tres: a Guillermo Bonfil Batalla, que ya se mencionó; al maestro Gonzalo Aguirre Beltrán y también al padre Simón Nelson, también acá estuvo trabajando el maestro Stavenhagen, muchos otros. "
"174","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Estamos aquí con ustedes para reafirmar nuestros compromisos. "
"175","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","También aprovecho para recordar a mi finado amigo Andrés Manzano. Con él estuve aquí desde hace muchos años, porque nos llevó tiempo esta lucha, muchos años, no tenía yo el pelo así, pero no fue en vano, porque se triunfó; y no vamos a fallarles, no les vamos a fallar al pueblo, vamos a llevar a cabo la transformación que necesitan nuestro país."
"176","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Se va a atender a todos, se está haciendo así, se respeta a todos, pero se le da preferencia a la gente humilde. Por el bien de todos, primero los pobres."
"177","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y ya en el programa que se está aplicando de bienestar, esa es la orientación, puedo decir que de todas las viviendas que hay en el país, de todos los hogares, en la mitad está llegando, cuando menos una ayuda, un programa de bienestar, en la mitad de todas las casas, de todos los hogares de México; pero en el caso de los pobres, de las comunidades indígenas, de las comunidades afromexicanas ya estamos en el 90 por ciento de los hogares y va a ser al 100."
"178","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Está ahora por terminarse de aprobar una reforma a la Constitución muy importante al artículo 4º de la Constitución, envié una iniciativa de ley para que se elevara a rango constitucional el derecho a la pensión a los adultos mayores. "
"179","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Nada de programas, eso lo estamos aplicando, derecho constitucional, que los adultos mayores tengan una pensión de acuerdo a la Constitución, también que todas las niñas, niños con discapacidad tengan una pensión, también que todos los estudiantes de familias de escasos recursos económicos tengan garantizada una beca para estudiar y que al mismo tiempo se garantice el derecho del pueblo a la salud, atención médica y medicamentos gratuitos."
"180","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Esta reforma al artículo 4º de la Constitución ya se aprobó en la Cámara de Diputados y se aprobó porque se contó con el apoyo de casi todos los partidos; fueron muy pocos, uno, el que no votó, porque es un partido conservador, ya no voy a hablar más."
"181","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Pero el partido del gobernador… aunque ya cuando uno gobierna no tiene partido, se gobierna para todos, pero de donde salió el gobernador y de donde salí yo, esos votaron a favor de la reforma al artículo 4º."
"182","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Bueno ¿por qué es importante esta reforma?"
"183","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Porque no es una reforma que se aprueba con la mayoría simple, es decir, si son 500 diputados, con 251 diputados. No, como es reforma constitucional se necesitan dos terceras partes de la votación, como 360, 370 de acuerdo a los que asistan el día de la sesión."
"184","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Se logró la aprobación con mayoría absoluta, es decir, se logró la reforma constitucional de la Cámara de Diputados y ahora pasa al Senado de la República."
"185","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Pero hay dos cosas:"
"186","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Una, que si se termina de aprobar esta reforma pasa al Senado. Yo espero que suceda lo mismo, que se tengan las dos terceras partes de la votación."
"187","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y va a pasar luego, porque es reforma constitucional, a los congresos locales, son 32 congresos locales, 32 entidades federativas y ahí sí tienen que aprobarlo la mitad de los congresos más uno. Entonces, se va a lograr esto."
"188","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Qué significa el tener esta reforma?"
"189","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","No sólo que se va a garantizar actos de justicia, no sólo es que se eleve a rango constitucional estos derechos, sino que ya hacia el futuro va a ser muy difícil que le den marcha atrás, porque necesitarían -como es reforma constitucional- lo mismo."
"190","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y estoy seguro que ya no se van a volver a presentar las condiciones para que haya retrocesos, nada en contra del pueblo."
"191","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Pero lo otro que es importante es que en esta reforma se establece en un transitorio de la Constitución de que estos programas deben de tener siempre presupuesto, se establece en la Constitución, por primera vez se establece que para los adultos mayores, la pensión a adultos mayores, la pensión a discapacitados, las becas para estudiantes y garantizar el derecho a la salud, nunca el presupuesto se debe de reducir, así lo establece ya la Constitución, año con año va a tener que ir aumentando el presupuesto para estos programas. "
"192","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Por qué es importante también esta reforma?"
"193","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Porque se puede decir en la Constitución, como se hizo hace 25 años, precisamente en el artículo 4º, se estableció el derecho del pueblo a la salud, pero es un enunciado y en 25 años eso fue letra muerta porque no había respaldo presupuestal."
"194","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","En este caso, en la misma Constitución queda establecido que nunca le deben de faltar recursos a los gobiernos para que se pueda satisfacer esta demanda de la pensión a adultos mayores a niñas, niños con discapacidad, las becas y el derecho a la salud. Esto es muy importante. "
"195","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","También decirles que es convertir, repito, lo que ya estaba, lo que ya habíamos iniciado en derecho constitucional, porque ya hoy todavía se está aprobando esta reforma en la Cámara de Diputados. Hoy ya más de ocho millones de adultos mayores están recibiendo su pensión; cuando llegamos al gobierno les entregaban, no a todos, a tres millones 500 mil adultos mayores, les entregaban mil 160 pesos bimestrales, ya el año pasado a ocho millones dos mil 550 y este año aumenta, porque va a ir creciendo, va a aumentar de acuerdo a la inflación, van a tener los adultos mayores como dos mil 670, porque no hubo mucha inflación, de todas maneras va a aumentar, poquito, porque es bendito, pero va a ir aumentando."
"196","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y ya también 900 mil discapacitados pobres, niñas y niños ya también están recibiendo esa pensión."
"197","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Hay 11 millones de estudiantes que están recibiendo becas, como nunca había sucedido, en preescolar, primaria, secundaria; y ahí nos falta, en el nivel básico falta ampliar y ahí van a llegar más becas."
"198","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","En el nivel medio superior ahí ya casi estamos al corriente, cuatro millones 500 mil becas para los que estudian la preparatoria, Colegio de Bachilleres. Esa es universal, para todo el que estudia en el nivel medio superior, su beca, porque ahí sí es a todos, porque es el nivel de escolaridad donde hay más deserción escolar, donde hay más abandono en la escuela y coincide este nivel de escolaridad con la adolescencia que es la edad más difícil, en la que se tiene que cuidar mucho a los jóvenes y hacer todo para mantenerlos estudiando, porque es mil veces mejor tener a los jóvenes estudiando que tenerlos en la calle. Por eso, la beca para los preparatorianos."
"199","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","A nivel superior son 300 mil los que están ya recibiendo su beca de dos mil 400 pesos mensuales. Ahí ya vamos avanzando. Vamos a seguir."
"200","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Quiero también decirles que con hechos se está dando atención especial a las comunidades indígenas y a las comunidades afromexicanas."
"201","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","En esta reforma a la Constitución a la que estoy haciendo referencia se establece que la pensión a adultos mayores en general es a partir de los 68 años, pero en el caso de comunidades indígenas y de comunidades afromexicanas a partir de los 65 años."
"202","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Se les está tomando en cuenta o no?"
"203","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","VOCES A CORO: ¡Sí!"
"204","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Para que los que no estaban recibiendo el apoyo porque todavía no tienen los 68 sepan que va a ser a partir de los 65 años aquí en Cuaji y en las comunidades de la Costa Chica de Guerrero y de Oaxaca."
"205","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","También decirles que va a continuar el programa de Jóvenes Construyendo el Futuro para que el que no tiene trabajo, está desempleado o no está estudiando, que antes nada más les llamaban ninis, que ni estudian ni trabajan, los veían de manera despectiva, también en forma discriminatoria, ahora no, ahora se le está contratando y están trabajando como aprendices en talleres, en empresas, en las artesanías, en actividades productivas y se les paga un salario mínimo, como tres mil 770 pesos al mes."
"206","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Todos los jóvenes que no están estudiando ni tienen empleo pueden acudir a este programa, ya son cerca de un millón de jóvenes. "
"207","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y me da mucho gusto porque empezamos hace un año y ya los primeros -porque se les da un año de apoyo- ya a los primeros les estoy firmando su certificado, los que están saliendo, que ya están cumpliendo el año la mitad se están quedando a trabajar, les están dando empleo en las empresas en donde se les capacitó. Eso es muy importante."
"208","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y al 20 por ciento de esos jóvenes se les están dando créditos para que pongan sus pequeños negocios y se está creando una bolsa de trabajo en la Secretaría del Trabajo."
"209","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Les decía que estoy firmando los certificados, no con facsímil, no con sello; mi firma, puño y letra. Me está llevando bastante tiempo porque estoy firmando cientos, miles, pero lo que quiero es que ese certificado signifique que ya se formaron, se capacitaron y además sea una carta de recomendación para que todos los jóvenes tengan trabajo."
"210","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","El presidente de México no firma certificados de licenciatura ni de doctorado, está firmando ahora estos certificados para los Jóvenes Construyendo el Futuro, eso es lo que se está haciendo."
"211","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Quiero también comentarles que en el caso del campo vamos a continuar apoyando. Esta es una zona muy importante en lo productivo, son buenos terrenos para la ganadería, para la agricultura y también para la pesca toda esta región costera de Guerrero y de Oaxaca."
"212","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Vamos a seguir apoyando, lo que era el Procampo va a seguir, se llama ahora Producción para el Bienestar, va a seguir llegando el apoyo a todos los productores, comuneros, ejidatarios, pequeños propietarios, nada más que ya nada se va a entregar a intermediarios, todo es directo."
"213","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Ahora estamos batallando porque -lo dije ayer en Acapulco en la Convención Bancaria- no hay sucursales de bancos n siquiera en las cabeceras municipales, pero ya empezamos a construir dos mil 700 sucursales bancarias del Banco del Bienestar, dos mil 700 y aquí en Cuaji van a haber cuatro en todo el municipio para que el adulto mayor, el becario, la persona con discapacidad, el campesino, el productor vaya con su tarjeta y saque su recurso, que no tenga que ir a Ometepec, que no tenga que ir hasta Pinotepa, sino que aquí se tenga en cada municipio, se tengan los bancos que se necesitan para sacar los apoyos."
"214","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Vamos a apoyar de esa manera."
"215","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Voy a revisar el programa de Crédito Ganadero a la Palabra para que se siga aplicando, porque se destinaron muy pocos recursos para Cuaji."
"216","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Voy a pedirle a David Monreal, que es el director de Ganadería, que venga a hablar con los ganaderos aquí en Cuaji y en esta región para ver cómo apoyamos con el Crédito Ganadero a la Palabra."
"217","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","También le voy a dar instrucciones al almirante secretario de Marina, al almirante Ojeda, para que venga y vea la situación de las lagunas costeras que están azolvadas, los bordos, todo lo que se requiera de obra, de infraestructura para mejorar la pesca y para proteger a las comunidades y a los cultivos, a la producción. "
"218","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Acabamos de adquirir unas dragas para la Secretaría de Marina y le voy a pedir al almirante Ojeda que venga acá, como me lo están planteando, para que se atienda esta demanda. "
"219","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Quiero también responderle al presidente municipal de Cuaji, decirle que le vamos a ayudar para la reparación del drenaje de Cuaji, lo que me está demandando."
"220","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Va a venir, y es mi compromiso, el director del Instituto de Salud para el Bienestar, Juan Ferrer, va a venir aquí a Cuaji para ver lo del hospital que están solicitando."
"221","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","La presidenta dice que dejaron ahí un centro de salud tirado ¿qué cosa es lo que me pide?"
"222","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","YOLANDA PEÑA SALINAS, PRESIDENTA MUNICIPAL DE SANTIAGO LLANO GRANDE, OAXACA: Que lo termine. "
"223","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: ¿En dónde es?"
"224","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","YOLANDA PEÑA SALINAS: En el municipio de Santiago Llano Grande, La Banda, Oaxaca."
"225","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Oaxaca, sí, ya lo sé, conozco ahí, tengo la dicha enorme de conocer todos los municipios de México, conozco los 570 municipios de Oaxaca. También hago ese compromiso, lo vamos a terminar, es mi compromiso."
"226","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Quiero también decirles que este año inicia el programa Sembrando Vida aquí en Cuaji y en toda la costa, es muy importante este programa."
"227","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿En qué consiste?"
"228","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Ya se está aplicando en los estados del sureste, se está aplicando en Quintana Roo, en Yucatán, en Campeche, en Tabasco, en Chiapas, en Oaxaca, en Veracruz, faltaba Guerrero."
"229","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Miren, se da un apoyo, paga un jornal de cinco mil pesos al mes, al mismo productor, al dueño de la tierra sea ejidatario, pequeño propietario, comunero, se le da para que siembre su propia parcela, para que cultive su parcela ya sea él o su hijo."
"230","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Entonces, se les está apoyando para que siembren árboles frutales sean cítricos, lo que se da en cada región y también árboles maderables. Este apoyo se va a sostener todo el tiempo, mientras yo esté en la Presidencia, quedan casi cinco años todavía, si el Creador lo permite y si así lo decide la ciencia, la naturaleza. Decirles que no es empleo temporal, es permanente."
"231","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Entonces, aquí en el caso de Guerrero se van a trabajar este año 50 mil hectáreas y se va a dar apoyo a 20 mil sembradores aquí en el estado de Guerrero."
"232","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Por qué hacemos esto?"
"233","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Porque necesitamos apoyar el campo, regresar al campo, el campo es la fábrica más importante del país."
"234","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Tenemos todo, tenemos la tierra, tenemos agua, tenemos el conocimiento, el trabajo. Saben ustedes muy bien qué es lo que se debe se sembrar, qué cosa es lo que se puede cultivar, tienen todo ese conocimiento que viene de tiempo atrás. Si tenemos todo eso, vamos a echar a andar la fábrica."
"235","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Saben?, el año pasado nos dedicamos a plantar 500 mil hectáreas en los estados que les mencioné; en esos estados el año pasado se crearon 220 mil empleos, no temporales, permanentes, este año vamos a ampliar a 500 mil hectáreas más, vamos a llegar a un millón de hectáreas y más de 400 mil empleos."
"236","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Saben cuánto significa de inversión este programa?"
"237","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Veintiocho mil millones de pesos, es bastante, pero si nos traemos a Guerrero a toda la Ford o a la General Electric, cualquier gran empresa del mundo la inversión de esa empresa sería mucho mayor y menos ocupación de trabajo, porque ya son empresas automatizadas, con tecnología de robot, que usan muy poca mano de obra; en cambio, en el campo tenemos posibilidad de darle mucho trabajo a la gente, por eso es este programa Sembrando Vida."
"238","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Además, porque tenemos un sueño que queremos convertir en realidad, queremos que el mexicano, que el guerrerense, el oaxaqueño, puedan trabajar y ser felices donde nacieron, donde están sus familiares, donde están sus costumbres, donde están sus culturas, que el que quiera irse se vaya por gusto, no por necesidad."
"239","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Ya no queremos que vuelva a suceder lo mismo, miren, lo que fue una paradoja, porque muchos ante la crisis se tuvieron que ir, nuestros paisanos migrantes son nuestros héroes vivientes."
"240","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Saben cuánto están enviando a sus familiares en México?"
"241","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Treinta y seis mil millones de dólares, ya esas remesas son la principal fuente de ingresos que tiene nuestro país."
"242","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Qué haríamos si no llegara ese dinero?"
"243","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Es mucho más que el turismo, mucho más que el petróleo, mucho más que otras actividades y es dinero que llega a los pueblos, a las comunidades, que reactiva la economía regional."
"244","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Bueno, eso está bien, pero ese proceso de migración produjo mucha desintegración en las familias, mucho problema social y necesitamos nosotros mantener unidas a las familias, la familia es la institución más importante de seguridad social, la familia mexicana."
"245","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","No sucede así en otros países, con todo respeto. Nuestra familia es muy fraterna, muy solidaria, le va mal a un miembro de la familia y acuden en su apoyo otros. Esa es una bendición que tenemos los mexicanos, mantener unidad nuestras familias, que no haya desintegración en las familias y fortalecer nuestros valores, culturales, morales, espirituales. Bueno, por eso es que queremos dar opciones de trabajo en las comunidades."
"246","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Quiero terminar con dos reflexiones:"
"247","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Una, decirles que estamos trabajando en coordinación con el gobernador de Guerrero muy bien, con Héctor Astudillo requetebién. Y veníamos hablando, yo quiero mucho este estado, lo digo de manera sincera, es como Oaxaca, que quiero mucho a Oaxaca y quiero mucho a Guerrero, porque saben ustedes que sin Guerrero y sin Oaxaca no se podría hablar de la historia de México. Entonces, le venía diciendo a Héctor que vamos a apoyar a Guerrero el tiempo que yo esté en la Presidencia. Y quiero hacer aquí el compromiso de que van a salir los fondos."
"248","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Saben por qué no preocupa de dónde vamos a agarrar el dinero?"
"249","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Porque ya probamos que funciona la fórmula. Si no hay corrupción hay presupuesto, es que era mucho la robadera, se va a acabar la corrupción, me canso ganso."
"250","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y por eso vamos a tener presupuesto, estamos teniendo presupuesto para atender las necesidades del pueblo sin endeudar al país, porque no está aumentando la deuda pública, ni hay gasolinazos ni hay nuevos impuestos, sólo es no permitir que se roben el dinero del presupuesto y que no haya lujos en el gobierno. Miren cómo ando, aquí no hay guardaespaldas. ya el Estado Mayor Presidencial se convirtió en Guardia Nacional."
"251","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Saben cuántos cuidaban al presidente?"
"252","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Ocho mil elementos del Estado Mayor Presidencial. Ya no hay eso. Al presidente lo cuida la gente y el que lucha por la justicia no tiene nada que temer. "
"253","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Ahorrar, ya no hay aviones ni helicópteros. Imagínense, si vengo a Cuaji en helicóptero, ¿cuándo me voy a dar cuenta de cómo están los caminos? Nunca."
"254","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","El avión presidencial se va a rifar, ya tiene hasta una cumbia, y en las comunidades más pobres se les va a entregar sus boletos, sobre todo en las escuelas, que se me pasó hablar de eso, pero ahora lo retomo. Todas las escuelas van a tener su presupuesto de mantenimiento, todas, se llama el programa La Escuela es Nuestra."
"255","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Si tienen de cinco a 50 alumnos, ese una escuela multigrado, pequeña, de una maestra, un maestro que da los seis grados, son 150 mil pesos por ciclo escolar; si tienen de 50 a 150 alumnos, 200 mil pesos; si tiene más de 150 alumnos, 500 mil pesos cada año."
"256","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Los padres de familia se reúnen, hacen su comité. Lo único que estamos recomendando es que el tesorero sea mujer, porque las mujeres son más honradas que los hombres; y al que no le guste, que se vaya a volar en el avión presidencial."
"257","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Les digo que invité a una cena a empresarios allá en Palacio y les dije: ayúdenme, compren boletos, porque se va utilizar este dinero para comprar equipos médicos para centros de salud y para hospitales, ya saben ustedes que hacen falta rayos X, que hace falta ambulancias, que hace falta equipos para mastografías, en fin, muchos equipos en centro de salud."
"258","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y se portaron muy bien muchos empresarios, se van a hacer ya, ya se están distribuyendo seis millones de boletos, de cachitos de 500 pesos, se van a sacar tres mil millones de pesos, la mitad ya está comprado por anticipado por empresarios con dimensión social de México."
"259","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Me dijeron: ‘yo compro 50 millones en boletos’, otros hasta 100 millones en boletos, y lo más importante que me dijeron: ‘yo los compro y se los regreso al gobierno para que el gobierno los entregue en las comunidades más pobres, se le entregue a las familias y a las escuelas’."
"260","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Cada escuela va a tener sus boletos, porque son 100 premios de 20 millones; entonces, hay mucha posibilidad de que les queden estos premios y se mejoren las escuelas."
"261","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Se me estaba pasando informarles sobre este programa que se llama La Escuela es Nuestra y la entrega de los boletos de la rifa del avión."
"262","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Pero retomo lo que quería comentarles. Héctor Astudillo es, lo considero un buen gobernador de Guerrero y estamos trabajando de manera coordinada, lo mismo con los presidentes municipales."
"263","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Y quiero hacer un compromiso aquí y lo quiero externar, porque muchas veces, miren, se tiene la voluntad, se tiene el presupuesto, pero no caminan las cosas, en Palacio las cosas caminan despacio."
"264","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Saben por qué?"
"265","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Porque nos dejaron un toro viejo echado, reumático, mañoso y corrupto. Hay que levantar al toro y hay que empujarlo para que camine. "
"266","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Esa es la burocracia, no en el mal sentido de la palabra, que es un aparato que para que se mueva. Lleva tiempo porque el gobierno no estaba hecho para servir al pueblo, el gobierno era un facilitador para la corrupción; entonces, ahora el gobierno tiene que jugar su función principal de estar sirviéndole al pueblo y echar a andar las cosas lleva mucho tiempo. "
"267","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","No saben cuánto tiempo para iniciar una obra, cuántos comités tienen que autorizar, cuántos oficios se tienen que expedir, cuánto trámite."
"268","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","Les hablaba yo de que estamos construyendo dos mil 700 sucursales, o ese es el plan, para el Banco del Bienestar con los ingenieros militares. Para tener los terrenos y poder construir esas sucursales, hacer todo el trámite hasta tener la escritura, seis meses, y eso que es para nosotros, para el gobierno, imagínense un particular que quiera hacer un trámite, nunca logra nada. Por eso tenemos todos que empujar al toro viejo para que camine."
"269","Versión estenográfica. Diálogo con el pueblo afromexicano, en Cuajinicuilapa, Guerrero","¿Me van a ayudar, verdad, a empujar al toro viejo?"
