"","fecha","titulo","texto"
"1343","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Hasta el momento tenemos un progreso importante, donde ha habido cerca de dos mil 500 presentaciones, es decir, personas, especialistas en los campos relevantes que se han sumado a la convocatoria. No todos pueden ser incorporados debido a que los perfiles profesionales pudieran no ser los adecuados y estaremos anunciando conforme ya se vayan concretando este reclutamiento."
"1344","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","INTERLOCUTOR: En el caso de la movilidad de la fecha."
"1345","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Muchas gracias, también por eso. En fecha muy próxima, -regreso a un asunto que ya conocen, pero para que todos lo tengan presente- el Consejo de Salubridad General desde el 19 de marzo se declaró en sesión permanente. Esto lo que nos permite es tener una agilidad inmediata para la convocatoria del consejo y que el consejo pueda ir revisando las decisiones mayores sobre las intervenciones de salud pública."
"1346","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","En este momento, y para que lo recuerde la población, la medida masiva de distanciamiento social que se puede resumir con: quédate en casa, quédate en casa. Es del 23 marzo y hasta el 19 de abril, sin embargo, como muy atinadamente usted señala, la medida puede estar sujeta a revisión para su ampliación, pero de momento no se ha tomado esa decisión, de momento está sujeta a una deliberación muy próxima del Consejo de Salubridad General; si así se decidiera, lo anunciaremos oportunamente."
"1347","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","INTERLOCUTOR: Lo del canciller, por favor."
"1348","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","MARCELO EBRARD CASAUBON, SECRETARIO DE RELACIONES EXTERIORES: Muchas gracias, buenas noches, buenas noches colegas, señor secretario, señor subsecretario, señor director, amigas, amigos todos."
"1349","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Bueno, en primer lugar, sumarme al llamado que hace el doctor López-Gatell respecto a quedarnos en casa. Usted preguntó de qué va a depender los números o qué números. Sólo añadiría pues depende también de qué hagamos cada uno de nosotros. A mayor disciplina y contribución de cada uno de nosotros, mejor nos irá como país."
"1350","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Paso a contestar lo que usted me pregunta. Se han repatriado poco más de ocho mil personas de muy diversos países, hemos venido informando día a día. Para ello hemos contado con el apoyo de las aerolíneas mexicanas Interjet, Aeroméxico, principalmente."
"1351","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Hemos contado con el respaldo del Instituto Nacional de Migración que ha contratado vuelos especiales, como, por ejemplo, el que se hizo ahora a Cuzco, Perú, donde había un grupo importante de mexicanas y mexicanos que quedaron ahí, digamos, que atrapados, atrapadas por la disposición que se tomó por parte del gobierno de ese país hermano de cerrar sus fronteras. Entonces, se quedaron sin ninguna alternativa."
"1352","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","De manera que le diría que hemos contado también con el Instituto Nacional de Migración, y ahora se unió por disposición del señor presidente de la República, la Fuerza Aérea Mexicana, así como la Secretaría de Marina, también tiene su equipo aéreo, como ustedes, y también está participando."
"1353","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","La Fuerza Aérea, por ejemplo, ha ido a Cuba a recoger mexicanas y mexicanos que estaban allá."
"1354","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Se hizo otra operación conjunta para el caso de las y los mexicanos en Argentina y ahora va a haber otra, un vuelo muy especial que ordenó el presidente de la república que tiene que ver con la señora Estela Trujillo, que es la que usted menciona, originaria de Yucatán, que era parte, bueno formó parte del grupo de turistas al que me refiero que estaban Cuzco, Perú."
"1355","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Hay que tomar en cuenta que el turismo entre México y Perú ha crecido muchísimo, son cientos de miles de turistas de ambos países que cada año están visitando por los atractivos arqueológicos y culturales."
"1356","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","El caso es que este grupo que estaba de turistas en Cuzco pudimos evacuar a todas y a todos, salvo a la señora por una razón: porque su marido falleció desgraciadamente con el virus que ahora nos ha provocado una pandemia, ella no podía abandonar Cuzco porque su marido falleció allá, enfermo de coronavirus."
"1357","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Resulta que la señora tiene, resultó positiva a la prueba que se le hizo. Entonces vamos a tener que hacer una operación que tiene sus complejidades sanitarias, por eso pedimos la intervención de la Fuerza Aérea y el generoso apoyo de la Secretaría de Salud para ir a allá, además hay que trasladarla del punto en el que está, que es Cuzco, que ahí no podemos llegar en el avión, tenemos que ir a otro punto que probablemente va a ser Arequipa para recogerla, acompañarla y tenerla en México, que fue la instrucción que nos dio el presidente a más tardar el día lunes o martes en la mañana por razón de la enfermedad que tiene."
"1358","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","No está grave, pero está sola, su marido falleció, ha sido una tragedia impresionante en términos humanos y por esa razón va a ir por ella ese avión con apoyo de la Secretaría de Salud y de las autoridades a quienes les agradecemos su respaldo del pueblo hermano de Perú, que nos han ayudado mucho para esto."
"1359","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Eso es lo que va a suceder y el día lunes por la noche o martes en la mañana debe de estar aquí doña Estela para que la podamos atender y, si es su deseo, trasladarse al estado de Yucatán."
"1360","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","El gobernador ha estado muy pendiente de este hecho, de todo lo acaecido con este grupo que proviene de Yucatán que por fortuna ya en su inmensa mayoría está en México. Esa es la situación."
"1361","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","INTERLOCUTOR: Gracias."
"1362","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Vámonos a la segunda fila, Laura Poy, usted y luego Sergio."
"1363","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","PREGUNTA: Gracias, muy buenas noches a todos, Laura Poy, de La Jornada."
"1364","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Doctor López-Gatell, este llamado tan concreto y urgente que usted acaba de hacer a la sociedad mexicana, a mí me gustaría saber concretamente por qué vuelve a reiterar con tanta claridad y con tanta fuerza ese llamado."
"1365","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","¿O no estamos acatando o ve usted…?, ¿qué ve?, ¿qué es lo usted ve para hacernos este llamado tan urgente?"
"1366","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Nos dice que estamos prácticamente en el último momento, en el último momento de oportunidad. Doctor, si no lo tomamos ¿qué va a pasar? Eso quisiera, que nos diera el escenario."
"1367","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y también preguntar, no sé si es al secretario Marcelo Ebrard, si nos pudiera decir, no sé si usted está interviniendo también en el proceso de búsqueda de insumos en el extranjero, para poder garantizar que todos los hospitales en el país puedan tener los insumos para atender los futuros casos."
"1368","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y, por último, estamos teniendo decesos. ¿Cuál es el protocolo para los casos de fallecimiento por COVID?, ¿va a haber funeral, no lo va a haber? Por favor, si nos puede decir qué tratamiento se le da."
"1369","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Gracias."
"1370","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Con mucho gusto. Muchas gracias, Laura, sus preguntas son extremadamente importantes. Voy a empezar por la tercera, dejaré desde luego la segunda al canciller y contestaré con cierta vehemencia la primera."
"1371","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","En la tercera, sobre los fallecimientos y en general sobre las medidas de bioseguridad. Bioseguridad son aquellas prácticas, acciones, protocolos, cuidados, que deben guardar las personas que están en contacto con los casos, con el material biológico de los casos, las secreciones, y desde luego en los casos más extremos de esta enfermedad con los cadáveres."
"1372","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Quiero dejar en claro que la guía de bioseguridad, la Guía de control de infecciones que publicamos, el gobierno la publicó en la primera semana de febrero, contemplan las características de las acciones y el equipo de protección necesario para esto."
"1373","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y aquí sí doy una nota de tranquilidad en el sentido de que, a pesar de las imágenes que se ven en distintos medios de comunicación, formales e informales, en donde se aprecia gente utilizando equipos de máxima contención, equipos de nivel de bioseguridad más alto, del nivel 4, como se clasifica técnicamente, y me refiero para pronta identificación por parte del público a estos trajes que son una suerte de pijama blanca acompañados de una careta o incluso de una mascarilla completamente sellada, esto no corresponde, no corresponde a la necesidad de bioseguridad para este virus."
"1374","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Este es un mensaje de tranquilidad, no corresponde para la contagiosidad y la virulencia de este virus utilizar este tipo de equipo. Lo que sí corresponde es lo siguiente:"
"1375","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","El personal de salud directamente en contacto con las personas infectadas o sospechosas de estar infectadas, es decir, no hace falta la confirmación para tener esta precaución, corresponde el uso de mascarillas N95, que son unas mascarillas blancas generalmente de la forma una concha que cubren completamente nariz y boca, y sellan la vía respiratoria y la boca, acompañadas de goggles de un material obviamente que permita la visualización, pero que sella completamente el espacio de los ojos."
"1376","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Esos dos elementos y el uso de guantes quirúrgicos convencionales, no tienen que ser guantes de otro tipo, es suficiente para garantizar la bioseguridad de la persona involucrada en los procedimientos más riesgosos de contacto con los pacientes."
"1377","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y los procedimientos más riesgosos de contacto con los pacientes son específicamente la manipulación de la vía aérea, concretamente dos que son importantes en este caso."
"1378","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","La toma de muestras de líquidos nasales y faríngeos que se utiliza para tomar la muestra necesaria para el diagnóstico por laboratorio y los procedimientos de intubación de los pacientes en las terapias intensivas."
"1379","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, noten ustedes que esto implica que esto es un nivel de bioseguridad considerablemente bajo, es decir, la peligrosidad para el contagio es baja y con este tipo de equipos es suficiente para garantizar la protección de los más cercanos al riesgo."
"1380","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Todas y todos los demás en el campo de atención médica no necesitan utilizar estos equipos y mucho menos en la vía pública o la vía cotidiana. Vuelvo a decir, no se necesita ponerse un cubrebocas para circular por la vía pública, no sólo porque es un desperdicio sino porque no protege, no protege a la persona que quiere cuidarse de la infección. Puede ser útil como un complemento para reducir la posibilidad de que la persona enferma le transmita a los demás."
"1381","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, la persona enferma en primer lugar se debe quedar en casa, no necesita la prueba, no necesita el diagnóstico, se debe quedar en casa y en casa puede usar un cubrebocas para disminuir el riesgo de contagiar a sus familiares."
"1382","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, en la disposición y manejo de cadáveres se siguen los principios y reglas estipuladas en el reglamento de la Ley General de Salud en materia de disposición de cadáveres, tejidos y componentes humanos, más lo que está estipulado en la Guía de control de infecciones."
"1383","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","En resumen, no se necesitan procedimientos especiales, no se necesita incineración, se puede proceder con funerales convencionales."
"1384","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Vamos a ir muy rápido, me dicen que quedan siete minutos. Las últimas dos compañeras… Perdón, el canciller, disculpe usted, canciller."
"1385","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","MARCELO EBRARD CASAUBON: No, no, es por… Me preguntaba usted del abastecimiento. Bueno, a ver, hago la explicación. El señor presidente de la República dispuso varias cosas al mismo tiempo:"
"1386","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Primero, México es el octavo exportador de equipo médico del mundo y por tanto la instrucción a la Secretaría de Economía y al equipo del gobierno fue, desde hace ya varios días, reunirse con la industria que en México produce equipo médico que acabo de referir. Ese es un camino muy importante."
"1387","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","¿Podrá eso llevar una reconversión de algunas actividades?"
"1388","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","No me corresponde a mí decirlo, pero la secretaria de Economía seguramente, si se le invita a una de estas reuniones, podría informárselos a ustedes con el detalle del caso, pero eso se está trabajando."
"1389","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Segundo camino, por supuesto el tener la mayor posibilidad y el acceso a lo que ya se tiene en inventarios en México, que eso también se ha venido haciendo por las diferentes instituciones de salud y la Secretaría de Hacienda."
"1390","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Tercer camino, el que corresponde a la cancillería ¿qué es cuál?, buscar en un mundo en donde hay una sobredemanda y una cada vez más estrecha oferta. Buscar aquellos insumos que son estratégicos o que son decisivos como pueden ser, por ejemplo, los medicamentos o los compuestos de aquellos posibles medicamentos sujetos a prueba hoy en día por la Organización Mundial de la Salud, y que México debe participar en ellos desde ahora, porque esa es la instrucción que nos dio el señor presidente, y lo está coordinando las autoridades de salud."
"1391","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Esos son decisiones estratégicas, eso hay que tomarlo ya, es lo que estamos haciendo todos los días, ya lo estamos haciendo. No me corresponde a mí tampoco darles el informe de esos protocolos porque le corresponde a la Secretaría de Salud, pero la tarea de la secretaría es traer esos insumos a como dé lugar, bueno, respetando la ley por supuesto; porque si no, México se quedaría rezagado, entonces, lo estamos haciendo ahora."
"1392","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Por supuesto también es nuestra obligación, acabamos de tener una llamada como saben con el grupo G-20, los líderes de Estado, y el presidente de la república propuso que la Organización de las Naciones Unidas garantice que no se cometan… Vamos a suponer que México dijese que tendríamos la potestad legal de decir: ‘Toda la producción de equipo médico en México se queda en México’. Con eso lo que haríamos es interrumpir toda la cadena de valor y producción en todo el mundo."
"1393","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Le voy a poner un ejemplo. Algunos de los medicamentos que vamos a necesitar tienen insumos de tres o cuatro países, algunos otros que van a necesitar en el exterior tienen insumos y producción que sólo hace México."
"1394","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, lo que está planteando el presidente de la república al mundo, y lo hizo ahora en el G-20, lo vamos a hacer en la Organización de las Naciones Unidas esta semana, es que la Organización de las Naciones Unidas tome las medidas necesarias para impedir que empiece una guerra entre los países a ver quién se queda con más equipamiento y medicamentos, porque lo que vamos a provocar si eso, si permiten eso, es un colapso de la producción mundial."
"1395","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Por lo pronto, casi todos los días tenemos comunicación con los Estados Unidos y con Canadá y también con los países de la comunidad de Estados latinoamericanos y caribeños."
"1396","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Acabamos de tener la llamada, nos acompañó el doctor López-Gatell y otros colegas, el director de Cofepris, en fin."
"1397","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","¿Por qué? Además de decir: ‘A ver ¿alguien está usando pruebas?, ¿qué pruebas son?’ pues resulta que casi nadie."
"1398","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Países europeos, ¿están usando pruebas?"
"1399","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Pues no, no están autorizadas, en fin, o sí están autorizadas en algunos casos, qué tipo de pruebas. Toda esa parte más medicamentos cómo estamos en suministro y qué podemos hacer entre todos para que nos vaya mejor como humanidad es lo que planteó el presidente, por cierto, fue el único que lo dijo en la reunión del G-20."
"1400","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces en eso estamos, esa es la respuesta a su pregunta."
"1401","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Muchas gracias, canciller."
"1402","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Nada más no quiero perder la oportunidad de aprovechar la pregunta, ¿qué vemos?, y por eso hacemos este llamado enérgico hoy."
"1403","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Lo que vemos es que las medidas de distanciamiento social a las que hemos llamado Jornadas Nacional de Sana Distancia que necesitan ser aplicadas al mismo tiempo por todos y todas, no se están aplicando con el rigor necesario. Vemos que se necesita que todas y todos en la sociedad, el sector social, el sector privado y, desde luego, también el sector público lo hagan ya, y lo hagan de manera enérgica. Quédate en casa, es muy simple el mensaje: quédate en casa."
"1404","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y si no te quedas en casa, tú, y tú, y tú, y todos nosotros, lo que va a resultar es que en las próximas semanas vamos a tener demasiados casos para poder atender a todas y todos, y eso va a llevar a desafortunados desenlaces sumamente indeseables."
"1405","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, lo que vemos y los monitoreamos a través de la movilidad social, tenemos monitoreos específicos, por ejemplo, en la Ciudad de México hay monitoreos específicos del tráfico, de los pasos peatonales, de la movilidad en plazas públicas, estos son monitoreos formales que nos permiten medir si la gente está en casa o en la vía pública, y vemos que no."
"1406","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Vemos que sólo hubo una reducción aproximadamente menor al 30 por ciento, a pesar de que hay una disposición gubernamental del gobierno federal que aplica a todas y todos, al sector público, al privado y al social; y que hay una segunda serie de disposiciones que corresponde al gobierno de la Ciudad de México, y a pesar de ello vemos todavía demasiada movilidad."
"1407","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Los efectos positivos de esta medida los vamos a ver en las semanas por venir, no ahorita, es para prevenir lo que va a ocurrir en las siguientes pocas semanas, pero hay que ejercerlo ahorita, porque si llegamos a tener demasiados casos, como les ocurrió a los países que hemos mencionado, ya no se puede parar la epidemia. Entonces, es ahora, ahora."
"1408","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Cabe una pregunta más por el tiempo y va a tener que ser usted; si da tiempo, Araceli, por favor."
"1409","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","PREGUNTA: Gracias, buenas noches, Fanny Miranda, de Milenio."
"1410","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Ante esta respuesta de la ciudadanía, como ya nos comenta, todavía la gente está en la calle. ¿Se está pensando en implementar medidas más severas para que realmente se mantengan en su casa? Eso es por un lado."
"1411","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y para el canciller, hay ciudadanos en otras partes del mundo ¿Se está pensando también en repatriarlos?, ¿y cuáles serían los factores que se tomarían en cuenta para ello?"
"1412","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Y ya, por último, si me da tiempo. Tenía usted aquí a los funcionarios de este comité técnico, preguntarle: ¿cuánto se está invirtiendo en materia de ciencia para las innovaciones, para buscar los tratamientos contra el coronavirus?, ¿y qué instituciones lo están haciendo?, ¿cuántos programas? ¿cuántos protocolos de investigación se están planeando ya?"
"1413","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Gracias."
"1414","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Como no, la última se la contestó rápido, no tengo el dato, el Consejo Nacional de Ciencia y Tecnología está participando en la promoción de la colaboración científica a nivel nacional e internacional para que nos sumemos a los distintos protocolos de innovación científica y tecnológica. Pero con gusto preparamos el dato y se lo traemos."
"1415","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Sobre la primera pregunta, -la otra desde luego es para el canciller- lo que estamos identificando es que tenemos grandes oportunidades para tener un pueblo responsable, un pueblo activo."
"1416","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Celebramos y respetamos y agradecemos a todas aquellas personas y organizaciones o instancias gubernamentales, incluidos los gobiernos estatales, que han tomado acciones responsables, acciones decididas."
"1417","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, el sentimiento público es que se necesita hacer algo, pero decimos con claridad, ese algo lo tenemos que hacer todos, todas. No nos esperamos a que nos venga del gobierno, no es deseable en el manejo de una epidemia llegar situaciones extremas como la que hoy vemos en Europa, donde se declaran formalmente estados de excepción y se suspenden las garantías constitucionales y se usa la fuerza pública para reforzar las medidas de salud pública, no es deseable."
"1418","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, hacemos un llamado enérgico, enfático, inconfundible a quedarnos en casa, quedarnos en casa todas y todos, es la mejor vía que voluntariamente, conscientemente decidamos quedarnos en casa todas todos al mismo tiempo."
"1419","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","INTERLOCUTORA: No es deseable, pero ¿podría aplicarse?"
"1420","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Todas las posibilidades están y el marco legal de México lo contempla, pero quisiéramos no llegar a ese punto porque, además, si llegamos a ese punto es porque es demasiado tarde. Entonces tenemos que actuar ya."
"1421","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Canciller, por favor."
"1422","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","MARCELO EBRARD CASAUBON: ¿Cuál es el criterio que hemos seguido hasta ahora?"
"1423","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Primero se utilizaron líneas áreas, intercambios, porque se quedaron extranjeros en nuestro país que necesitan regresar a un país y entonces los mexicanos en aquel país, se hicieron convenios."
"1424","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Conforme se han ido cerrando los vuelos… Para darnos una idea, hay una reducción agregada de vuelos en el mundo de más del 70 por ciento en este momento, es decir, hay países en donde ya no puedes llegar."
"1425","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Una cosa es reducción de vuelos y otra cosa es cierre de fronteras, hay países que no puedes volar, Perú no puedes y como Perú otros países."
"1426","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, el criterio es: primero, ya se cerraron las posibilidades de las líneas aéreas, ya no podemos llegar vía charters, entonces ya lo único que nos queda es llegar por vía Fuerza Aérea Mexicana o Secretaría de Marina. Cuántos mexicanas y mexicanos hay y desde luego si podemos técnicamente tener la autorización para aterrizar, porque hay países que nos han dicho que no, por las razones…"
"1427","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","INTERLOCUTORA: (inaudible)"
"1428","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","MARCELO EBRARD CASAUBON: No lo haría porque lo pueden tomar… Pero le diría a usted hay varios países del mundo que ya no podemos aterrizar porque es una disposición de cierre total."
"1429","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, la gran mayoría de estos más de ocho mil mexicanas y mexicanos se ha logrado. Esa es otra de las razones porque las cuales México no suspendió vuelos de manera unilateral, porque se hubieran quedado los mexicanos varados en Europa y en otros países, probablemente varias decenas, si no es que cientos de miles."
"1430","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Entonces, en la política de lo que acabo de describir, más lo que México ha hecho, ha permitido que regresen a nuestro país la inmensa mayoría, en eso vamos."
"1431","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","HUGO LÓPEZ-GATELL RAMÍREZ: Señor secretario de Salud, señor canciller, agradecemos mucho su apoyo, su orientación, su respaldo, a los técnicos que estamos operando esto."
"1432","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","Muchas gracias, aquí terminamos."
"1433","28 de marzo de 2020","Versión estenográfica | Conferencia de prensa. Informe diario  sobre coronavirus COVID-19 en México","---"
"1434","27 de marzo de 2020","Versión estenográfica. Conferencia de prensa. Informe diario sobre coronavirus COVID-19 en México","VÍCTOR HUGO BORJA ABURTO, DIRECTOR DE PRESTACIONES MÉDICAS DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL (IMSS): Muy buenas tardes. Vamos a dar inicio a la conferencia del día de hoy para informar el comportamiento del COVID-19 en el país. Mi nombre es Víctor Hugo Borja Aburto, soy epidemiólogo y director de Prestaciones Médicas del IMSS."
